Country,Australasia,Malaya,Newfoundland,North Yemen,Unified Team,United Arab Republic,Yugoslavia,West Indies Federation,West Germany,Argentina,Antigua and Barbuda,Armenia,Andorra,Bahrain,Angola,Algeria,Bahamas,Austria,Azerbaijan,Macedonia,Malawi,Nicaragua,Madagascar,Marshall Islands,Mauritania,San Marino,Sudan,Swaziland,Sweden,United Arab Emirates,Turkey,Turkmenistan,Tuvalu,Vietnam,Uganda,Ukraine,Zimbabwe,Yemen,Zambia,Uzbekistan,South Vietnam,Uruguay,Soviet Union,South Yemen,Serbia and Montenegro,Saar,Sao Tome and Principe,Romania,Suriname,Australia,American Samoa,Tunisia,Venezuela,Afghanistan,Vanuatu,Aruba,Switzerland,Kuwait,Trinidad and Tobago,Tonga,United States,Timor Leste,Rhodesia,Tanzania,Tajikistan,Solomon Islands,Somalia,South Africa,Syria,Slovakia,Sierra Leone,Singapore,South Korea,Spain,Serbia,Seychelles,North Borneo,Senegal,Thailand,Sri Lanka,Saint Vincent and the Grenadines,Netherlands Antilles,Saint Kitts and Nevis,Saint Lucia,Bulgaria,Gabon,Togo,Saudi Arabia,Samoa,Slovenia,Poland,Portugal,Russia,Nauru,Peru,Philippines,Palestine,Pakistan,North Korea,Rwanda,Papua New Guinea,Panama,Norway,Palau,Paraguay,Qatar,Morocco,Puerto Rico,Mozambique,Niger,Albania,Namibia,Montenegro,Myanmar,New Zealand,Nigeria,Nepal,Oman,Individual Olympic Athletes,Netherlands,Malta,Monaco,Moldova,Mongolia,Mali,Mauritius,Maldives,Malaysia,Mexico,Iraq,Lebanon,Lesotho,Italy,Liechtenstein,Jamaica,Libya,Kenya,Latvia,Liberia,Laos,Kazakhstan,Jordan,Hong Kong,Indonesia,Lithuania,Luxembourg,Honduras,Haiti,Iceland,Guyana,Guatemala,Kyrgyzstan,Iran,Japan,Kiribati,East Germany,Ireland,India,Israel,Hungary,Guam,Guinea,Czechoslovakia,Grenada,Guinea Bissau,Crete,Greece,Germany,Great Britain,Ghana,Georgia,Gambia,France,Ethiopia,Fiji,Ecuador,Finland,Egypt,Equatorial Guinea,Estonia,El Salvador,Cyprus,Denmark,Czech Republic,Djibouti,Eritrea,Cote d'Ivoire,Cuba,Dominica,Croatia,Cook Islands,Costa Rica,Federated States of Micronesia,Bohemia,Chile,Comoros,Congo Kinshasa,China,Chinese Taipei,Congo Brazzaville,Dominican Republic,Chad,Colombia,Cayman Islands,Central African Republic,Canada,Cambodia,Cape Verde,Cameroon,Burkina Faso,Burundi,British Virgin Islands,Brazil,Brunei,Bolivia,Botswana,Bermuda,Bosnia and Herzegovina,Barbados,Belize,Belgium,Benin,Belarus,Bhutan,Bangladesh,
GDP,,,,,,,,,, ,,,,,,,169802257.755072,6592693841.18495,,,,,,,, ,1126364161.7644,,14842870293.4207,,13995067817.5092,,,,423145605.043164,,,,,,,1242289212.04285,,,,,, ,,18567588755.7397,, ,24200000,537777811.911111,,,9522746719.21614,,,,543300000000,,,,,,,7363096178.07644,,,,704453107.146537,3891849048.17437,12072126075.397,,,,,2760750921.40101,1419629936.97479,,,,, ,,,,,, ,3193200404.37297,,,2503708500.5641,6684685516.84328,,3707055835.55051,,,,415800032,5163271598.15702,,,,2037154689.04441,1691900000,,,,,, ,5485854791.97096,4196174329.17504,,,,12276734172.0828, , ,,,,,,,13056164925.448,1684121534.58415, ,,40385288344.1911, ,,,791265458.813328,,190495600,,,,1320799754.74012, ,,703925705.942958,, ,248434096.968726,170216238.857225,,,4199134389.9037,44307342950.4,,,1939329775.43739,37679274491.2745,2887222178.45234, ,,,,,,,4446528164.67559, ,72328047042.1588,1217230094.97205,,,62651474946.6007, ,112334368.396772,,5224102195.52771,,,,,,6248946880.2777,,,,, ,,,,,,,4211737000.75892,,,,,,,,4040948304.74373,,,41093453544.9096,,,,,,,15165569912.5199,,,,84466654.0801544,,,,11658722590.99,,,,,
Participants,,9,,,,74,116,13,,92,,,,,,,13,103,,,,,,,,9,10,,134,,49,,,,10,,,,,,3,34,283,,,,,98,,189,,42,36,12,,,149,,,,292,,14,,,,,55,,,,5,35,144,,,,,20,5,,5,,,98,,,,,,185,65,,,31,40,,44,,,,6,40,,,,47,27,,,,,,10,37,12,,,,110,10,11,,,,,,,69,21,19,,280,5,,,27,,4,,,,4,22,,52,,1,9,5,,,23,162,,,49,45,23,184,,,116,,,,48,293,253,13,,,238,10,2,,117,,,,,,100,,,,,12,,,,,,,9,,,,27,,,,16,,,85,,,,,,,72,,,,9,,,,101,,,,,
Sports,,4,,,,12,14,5,,15,,,,,,,2,15,,,,,,,,3,4,,15,,6,,,,2,,,,,,2,8,17,,,,,13,,17,,7,9,2,,,16,,,,17,,6,,,,,12,,,,3,9,16,,,,,4,4,,1,,,12,,,,,,17,11,,,3,7,,7,,,,3,11,,,,10,6,,,,,,5,9,2,,,,13,4,3,,,,,,,14,5,6,,19,3,,,4,,1,,,,2,8,,10,,1,2,2,,,5,17,,,8,6,7,18,,,13,,,,8,17,17,2,,,19,2,1,,14,,,,,,15,,,,,8,,,,,,,3,,,,6,,,,5,,,14,,,,,,,14,,,,1,,,,16,,,,,
Men,,9,,,,74,107,13,,91,,,,,,,13,82,,,,,,,,9,10,,115,,46,,,,10,,,,,,3,34,233,,,,,82,,160,,42,31,12,,,147,,,,241,,9,,,,,53,,,,5,33,133,,,,,20,5,,5,,,89,,,,,,156,60,,,31,36,,44,,,,2,39,,,,47,26,,,,,,10,33,12,,,,80,10,11,,,,,,,63,21,19,,246,5,,,27,,4,,,,4,20,,47,,1,8,4,,,23,142,,,47,45,17,157,,,99,,,,48,238,206,13,,,210,10,2,,107,,,,,,88,,,,,9,,,,,,,8,,,,24,,,,16,,,74,,,,,,,71,,,,9,,,,93,,,,,
Women,,0,,,,0,9,0,,1,,,,,,,0,21,,,,,,,,0,0,,19,,3,,,,0,,,,,,0,0,50,,,,,16,,29,,0,5,0,,,2,,,,51,,5,,,,,2,,,,0,2,11,,,,,0,0,,0,,,9,,,,,,29,5,,,0,4,,0,,,,4,1,,,,0,1,,,,,,0,4,0,,,,30,0,0,,,,,,,6,0,0,,34,0,,,0,,0,,,,0,2,,5,,0,1,1,,,0,20,,,2,0,6,27,,,17,,,,0,55,47,0,,,28,0,0,,10,,,,,,12,,,,,3,,,,,,,1,,,,3,,,,0,,,11,,,,,,,1,,,,0,,,,8,,,,,
Gold,, ,,,, ,1, ,, ,,,,,,, ,1,,,,,,,, , ,,1,,7,,,, ,,,,,, , ,43,,,,,3,,8,, , , ,,, ,,,,34,, ,,,,, ,,,, , , ,,,,, , ,, ,,,1,,,,,,4, ,,, , ,,1,,,, ,1,,,, , ,,,,,, ,2, ,,,, , , ,,,,,,, , , ,,13, ,,, ,, ,,,, , ,, ,, , , ,,, ,4,,, , , ,6,,,3,,,,1,12,2, ,,, ,1, ,,1,,,,,,2,,,,, ,,,,,,, ,,,, ,,,, ,,, ,,,,,,, ,,,, ,,,, ,,,,,
Silver,, ,,,,1,1, ,,1,,,,,,, ,1,,,,,,,, , ,,2,,2,,,, ,,,,,, , ,29,,,,,1,,8,, , , ,,,3,,,,21,, ,,,,,1,,,,1, , ,,,,, , ,, ,,,3,,,,,,6,1,,, , ,, ,,,, , ,,,,1, ,,,,,, , , ,,,,1, , ,,,,,,, , , ,,10, ,,, ,, ,,,, , ,, ,, , , ,,,1,7,,, ,1, ,8,,,2,,,, ,19,6,1,,,2, , ,,1,,,,,,3,,,,, ,,,,,,, ,,,,1,,,, ,,,1,,,,,,, ,,,, ,,,,2,,,,,
Bronze,, ,,,,1, ,2,,1,,,,,,, , ,,,,,,,, , ,,3,, ,,,, ,,,,,, , ,31,,,,,6,,6,, ,1, ,,,3,,,,16,, ,,,,,2,,,, , ,1,,,,, , ,, ,,,3,,,,,,11, ,,, , ,,1,,,, , ,,,, , ,,,,,, ,1, ,,,,2, , ,,,,,,,1,1, ,,13, ,,, ,, ,,,, , ,, ,, , , ,,,3,7,,, , , ,7,,,3,,,, ,11,12, ,,,3, , ,,3,,,,,,1,,,,, ,,,,,,, ,,,, ,,,, ,,, ,,,,,,,2,,,, ,,,,2,,,,,
Total Medals,, ,,,,2,2,2,,2,,,,,,, ,2,,,,,,,, , ,,6,,9,,,, ,,,,,, , ,103,,,,,10,,22,, ,1, ,,,6,,,,71,, ,,,,,3,,,,1, ,1,,,,, , ,, ,,,7,,,,,,21,1,,, , ,,2,,,, ,1,,,,1, ,,,,,, ,3, ,,,,3, , ,,,,,,,1,1, ,,36, ,,, ,, ,,,, , ,, ,, , , ,,,4,18,,, ,1, ,21,,,8,,,,1,42,20,1,,,5,1, ,,5,,,,,,6,,,,, ,,,,,,, ,,,,1,,,, ,,,1,,,,,,,2,,,, ,,,,4,,,,,
y1956
Population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participants,,32,,,,,35,,,28,,,,,,,4,29,,,,,,,,,,,88,,13,,,,3,,,,,,6,21,272,,,,,44,,294,,,19,12,,,,,6,,297,,,,,,,50,,,,49,35,,,,2,,35,3,,,,,43,,,,,,64,5,,,8,39,,55,,,,,18,,,,,10,,,,,,11,51,10,,,,,,,,,,,,,24,,,,129,,6,,25,,4,,,,2,22,,11,,,2,4,,,17,110,,,12,59,3,108,,,63,,,,13,158,189,,,,137,12,5,,64,,,,,,31,,,,,16,,,,,,,33,,,,20,,,,26,,,92,,,,,,,44,,,,3,,,,54,,,,,
Sports,,5,,,,,8,,,8,,,,,,,2,11,,,,,,,,,,,14,,1,,,,1,,,,,,1,5,17,,,,,10,,18,,,4,1,,,,,3,,18,,,,,,,10,,,,6,7,,,,1,,5,2,,,,,6,,,,,,9,1,,,1,7,,8,,,,,5,,,,,2,,,,,,4,9,1,,,,,,,,,,,,,10,,,,13,,1,,4,,1,,,,1,6,,5,,,1,2,,,3,13,,,4,8,3,12,,,10,,,,5,15,17,,,,15,2,3,,14,,,,,,10,,,,,5,,,,,,,8,,,,5,,,,6,,,14,,,,,,,11,,,,1,,,,12,,,,,
Men,,31,,,,,32,,,27,,,,,,,4,24,,,,,,,,,,,74,,13,,,,3,,,,,,6,21,233,,,,,33,,250,,,19,12,,,,,6,,251,,,,,,,44,,,,47,35,,,,2,,35,3,,,,,40,,,,,,49,5,,,8,35,,55,,,,,18,,,,,10,,,,,,11,43,10,,,,,,,,,,,,,21,,,,114,,6,,24,,4,,,,2,20,,10,,,2,3,,,17,94,,,11,58,2,88,,,51,,,,13,134,163,,,,119,12,5,,63,,,,,,27,,,,,15,,,,,,,31,,,,20,,,,26,,,77,,,,,,,43,,,,3,,,,51,,,,,
Women,,1,,,,,3,,,1,,,,,,,0,5,,,,,,,,,,,14,,0,,,,0,,,,,,0,0,39,,,,,11,,44,,,0,0,,,,,0,,46,,,,,,,6,,,,2,0,,,,0,,0,0,,,,,3,,,,,,15,0,,,0,4,,0,,,,,0,,,,,0,,,,,,0,8,0,,,,,,,,,,,,,3,,,,15,,0,,1,,0,,,,0,2,,1,,,0,1,,,0,16,,,1,1,1,20,,,12,,,,0,24,26,,,,18,0,0,,1,,,,,,4,,,,,1,,,,,,,2,,,,0,,,,0,,,15,,,,,,,1,,,,0,,,,3,,,,,
Gold,, ,,,,, ,,, ,,,,,,, , ,,,,,,,,,,,5,,3,,,, ,,,,,, , ,37,,,,,5,,13,,, , ,,,,, ,,32,,,,,,, ,,,, , ,,,, ,, , ,,,,,1,,,,,,1, ,,, , ,, ,,,,,1,,,,, ,,,,,, ,2, ,,,,,,,,,,,,,1,,,,8,, ,, ,, ,,,, , ,, ,,, , ,,,2,4,,,1,1, ,9,,,1,,,, ,4,5,,,,4, , ,,3,,,,,,1,,,,, ,,,,,,, ,,,, ,,,, ,,,2,,,,,,,1,,,, ,,,, ,,,,,
Silver,, ,,,,,3,,,1,,,,,,, , ,,,,,,,,,,,5,,2,,,, ,,,,,, , ,29,,,,,3,,8,,, , ,,,,, ,,25,,,,,,, ,,,, ,1,,,, ,, , ,,,,,3,,,,,,4, ,,, , ,,1,,,,, ,,,,, ,,,,,, , , ,,,,,,,,,,,,, ,,,,6,, ,, ,, ,,,, , ,, ,,,1, ,,,2,10,,,1, , ,10,,,4,,,, ,10,7,,,,4, , ,,1,,,,,,1,,,,, ,,,,,,,2,,,, ,,,, ,,,1,,,,,,, ,,,, ,,,,2,,,,,
Bronze,, ,,,,, ,,,1,,,,,,,1,2,,,,,,,,,,,6,,2,,,, ,,,,,, ,1,32,,,,,5,,14,,, , ,,,,, ,,17,,,,,,,4,,,, ,1,,,, ,, , ,,,,,1,,,,,,4, ,,, , ,, ,,,,,2,,,,, ,,,,,, , , ,,,,,,,,,,,,,1,,,,8,, ,, ,, ,,,, , ,, ,,, , ,,,1,5,,,3, , ,7,,,1,,,,1,6,9,,,,6, , ,,11,,,,,,1,,,,, ,,,,,,,2,,,, ,,,, ,,,2,,,,,,, ,,,, ,,,, ,,,,,
Total Medals,, ,,,,,3,,,2,,,,,,,1,2,,,,,,,,,,,16,,7,,,, ,,,,,, ,1,98,,,,,13,,35,,, , ,,,,, ,,74,,,,,,,4,,,, ,2,,,, ,, , ,,,,,5,,,,,,9, ,,, , ,,1,,,,,3,,,,, ,,,,,, ,2, ,,,,,,,,,,,,,2,,,,22,, ,, ,, ,,,, , ,, ,,,1, ,,,5,19,,,5,1, ,26,,,6,,,,1,20,21,,,,14, , ,,15,,,,,,3,,,,, ,,,,,,,4,,,, ,,,, ,,,5,,,,,,,1,,,, ,,,,2,,,,,
y1952
Population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participants,,,,,,,87,,,123,,,,,,,7,112,,,,,,,,,,,206,,51,,,,,,,,,,8,32,295,,,36,,114,,81,,,38,,,,157,,2,,286,,,,,,,64,,,,5,19,27,,,,,8,5,,11,,,63,,,,,,125,71,,,,25,,38,,,,1,102,,,,,21,,,,,,5,14,9,,,,104,,8,,,,,,,64,,9,,231,2,8,,,,,,,,4,3,,44,,,9,1,21,,22,69,,,19,64,25,189,,,99,,,,48,205,257,7,,,245,,,,258,106,,,,,129,,,,,29,,,,,,,59,,,1,,,,,,,,107,,,,,,,97,,,,6,,,,135,,,,,
Sports,,,,,,,11,,,15,,,,,,,1,16,,,,,,,,,,,17,,4,,,,,,,,,,5,9,18,,,9,,15,,12,,,8,,,,17,,1,,18,,,,,,,13,,,,3,6,7,,,,,1,4,,1,,,8,,,,,,11,10,,,,7,,7,,,,1,14,,,,,4,,,,,,2,5,1,,,,14,,2,,,,,,,13,,4,,19,1,2,,,,,,,,1,3,,9,,,1,1,6,,4,13,,,6,11,5,15,,,11,,,,7,18,18,1,,,18,,,,18,14,,,,,15,,,,,8,,,,,,,9,,,1,,,,,,,,13,,,,,,,14,,,,3,,,,16,,,,,
Men,,,,,,,77,,,115,,,,,,,7,91,,,,,,,,,,,183,,51,,,,,,,,,,8,31,255,,,31,,103,,71,,,36,,,,148,,2,,245,,,,,,,60,,,,4,18,27,,,,,8,5,,11,,,54,,,,,,103,68,,,,25,,38,,,,1,96,,,,,21,,,,,,5,12,9,,,,78,,8,,,,,,,61,,9,,208,2,6,,,,,,,,2,3,,44,,,9,1,20,,22,58,,,19,60,22,162,,,86,,,,48,173,213,7,,,214,,,,228,106,,,,,115,,,,,29,,,,,,,55,,,1,,,,,,,,97,,,,,,,92,,,,4,,,,130,,,,,
Women,,,,,,,10,,,8,,,,,,,0,21,,,,,,,,,,,23,,0,,,,,,,,,,0,1,40,,,5,,11,,10,,,2,,,,9,,0,,41,,,,,,,4,,,,1,1,0,,,,,0,0,,0,,,9,,,,,,22,3,,,,0,,0,,,,0,6,,,,,0,,,,,,0,2,0,,,,26,,0,,,,,,,3,,0,,23,0,2,,,,,,,,2,0,,0,,,0,0,1,,0,11,,,0,4,3,27,,,13,,,,0,32,44,0,,,31,,,,30,0,,,,,14,,,,,0,,,,,,,4,,,0,,,,,,,,10,,,,,,,5,,,,2,,,,5,,,,,
Gold,,,,,,,1,,,1,,,,,,, , ,,,,,,,,,,,12,,2,,,,,,,,,, , ,22,,, ,,1,,6,,, ,,,,2,, ,,40,,,,,,,2,,,, , , ,,,,, , ,, ,,, ,,,,,,1, ,,,, ,, ,,,, ,3,,,,, ,,,,,, ,1, ,,,, ,, ,,,,,,, ,, ,,8, ,2,,,,,,,, , ,,1,,, , , ,, ,1,,, ,1, ,16,,,7,,,, , ,1, ,,,6,,,,6, ,,,,,2,,,,, ,,,,,,, ,,, ,,,,,,,,1,,,,,,,1,,,, ,,,,2,,,,,
Silver,,,,,,,2,,,2,,,,,,, ,1,,,,,,,,,,,13,, ,,,,,,,,,, , ,30,,, ,,1,,2,,, ,,,,6,, ,,19,,,,,,,4,,,, , ,1,,,,, , ,, ,,, ,,,,,,2, ,,,, ,, ,,,, ,2,,,,, ,,,,,, , , ,,,,5,, ,,,,,,,1,,1,,9, ,3,,,,,,,, , ,, ,,, , , ,,3,6,,,1, , ,10,,,3,,,, ,7,2, ,,,6,,,,3, ,,,,,1,,,,, ,,,,,,,2,,, ,,,,,,,,2,,,,,,, ,,,, ,,,,2,,,,,
Bronze,,,,,,, ,,,2,,,,,,, ,1,,,,,,,,,,,10,,1,,,,,,,,,, ,2,19,,, ,,2,,3,,,1,,,,6,,2,,17,,,,,,,4,,,, ,2, ,,,,, , ,, ,,,1,,,,,,1,1,,,, ,, ,,,, , ,,,,, ,,,,,, ,2, ,,,, ,, ,,,,,,, ,,1,,4, , ,,,,,,,, , ,, ,,, , , ,,4,2,,, ,1, ,16,,,3,,,, ,17,8, ,,,6,,,,13,1,,,,,3,,,,, ,,,,,,, ,,, ,,,,,,,, ,,,,,,,2,,,, ,,,, ,,,,,
Total Medals,,,,,,,3,,,5,,,,,,, ,2,,,,,,,,,,,35,,3,,,,,,,,,, ,2,71,,, ,,4,,11,,,1,,,,14,,2,,76,,,,,,,10,,,, ,2,1,,,,, , ,, ,,,1,,,,,,4,1,,,, ,, ,,,, ,5,,,,, ,,,,,, ,3, ,,,,5,, ,,,,,,,1,,2,,21, ,5,,,,,,,, , ,,1,,, , , ,,7,9,,,1,2, ,42,,,13,,,, ,24,11, ,,,18,,,,22,1,,,,,6,,,,, ,,,,,,,2,,, ,,,,,,,,3,,,,,,,3,,,, ,,,,4,,,,,
y1948
Population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participants,,,,,,,90,,,199,,,,,,,,147,,,,,,,,,,,181,,58,,,,,,,,,,,61,,,,,,,,75,,,1,25,,,186,,5,,300,,,,,,,35,1,,,1,46,65,,,,,,7,,,,,,,,,,,37,48,,,41,26,,35,,,,1,81,,,,,9,,,,,,4,7,,,,,149,1,4,,,,,,,88,11,8,,215,2,13,,,,,,,,,,,45,,,20,4,,,36,,,,73,79,,128,,,87,,,,61,,404,,,,316,,,,129,85,,,,,162,,,,,53,,,,,,,54,,,31,,,,,6,,,127,,,,,,,70,,,,12,,,,152,,,,,
Sports,,,,,,,8,,,16,,,,,,,,17,,,,,,,,,,,18,,7,,,,,,,,,,,11,,,,,,,,11,,,1,2,,,19,,3,,19,,,,,,,10,1,,,1,7,11,,,,,,2,,,,,,,,,,,5,8,,,7,8,,6,,,,1,12,,,,,3,,,,,,3,5,,,,,18,1,1,,,,,,,14,2,3,,16,1,3,,,,,,,,,,,8,,,3,3,,,5,,,,10,10,,15,,,11,,,,10,,21,,,,20,,,,16,12,,,,,17,,,,,12,,,,,,,9,,,6,,,,,3,,,13,,,,,,,11,,,,3,,,,17,,,,,
Men,,,,,,,79,,,188,,,,,,,,115,,,,,,,,,,,162,,57,,,,,,,,,,,60,,,,,,,,66,,,1,25,,,178,,5,,262,,,,,,,34,1,,,1,45,65,,,,,,7,,,,,,,,,,,30,48,,,41,26,,35,,,,1,77,,,,,9,,,,,,4,6,,,,,115,1,4,,,,,,,81,11,8,,194,2,9,,,,,,,,,,,42,,,17,4,,,36,,,,68,79,,107,,,73,,,,60,,334,,,,279,,,,123,85,,,,,144,,,,,53,,,,,,,50,,,30,,,,,6,,,106,,,,,,,59,,,,10,,,,132,,,,,
Women,,,,,,,11,,,11,,,,,,,,32,,,,,,,,,,,19,,1,,,,,,,,,,,1,,,,,,,,9,,,0,0,,,8,,0,,38,,,,,,,1,0,,,0,1,0,,,,,,0,,,,,,,,,,,7,0,,,0,0,,0,,,,0,4,,,,,0,,,,,,0,1,,,,,34,0,0,,,,,,,7,0,0,,21,0,4,,,,,,,,,,,3,,,3,0,,,0,,,,5,0,,21,,,14,,,,1,,69,,,,37,,,,6,0,,,,,18,,,,,0,,,,,,,4,,,1,,,,,0,,,21,,,,,,,11,,,,2,,,,20,,,,,
Gold,,,,,,, ,,,3,,,,,,,,2,,,,,,,,,,,17,,6,,,,,,,,,,, ,,,,,,,,2,,, , ,,,5,, ,,38,,,,,,,2, ,,, , , ,,,,,, ,,,,,,,,,,,1, ,,,1, ,, ,,,, ,1,,,,, ,,,,,, , ,,,,,5, , ,,,,,,,2, , ,,9, ,1,,,,,,,,,,, ,,, , ,,, ,,,, ,1,,10,,,6,,,, ,,4,,,,11,,,,10,2,,,,,5,,,,, ,,,,,,, ,,, ,,,,, ,,, ,,,,,,, ,,,, ,,,,2,,,,,
Silver,,,,,,,2,,,3,,,,,,,,2,,,,,,,,,,,11,,4,,,,,,,,,,,1,,,,,,,,6,,, , ,,,12,,1,,27,,,,,,,2, ,,, , ,1,,,,,,1,,,,,,,,,,, ,1,,, , ,, ,,,, ,3,,,,, ,,,,,, , ,,,,,2, , ,,,,,,,1, , ,,12, ,2,,,,,,,,,,, ,,, , ,,, ,,,, , ,,5,,,2,,,, ,,16,,,,6,,,,8,2,,,,,8,,,,,1,,,,,,, ,,, ,,,,, ,,,2,,,,,,, ,,,, ,,,,2,,,,,
Bronze,,,,,,, ,,,1,,,,,,,,4,,,,,,,,,,,18,,2,,,,,,,,,,,1,,,,,,,,5,,, , ,,,6,, ,,19,,,,,,,2, ,,, ,2, ,,,,,, ,,,,,,,,,,,1,1,,, , ,, ,,,,2,3,,,,,1,,,,,, , ,,,,,9, , ,,,,,,,2, , ,,10, , ,,,,,,,,,,, ,,, , ,,,1,,,,1, ,,13,,,3,,,, ,,7,,,,15,,,,6,1,,,,,9,,,,, ,,,,,,, ,,, ,,,,, ,,,2,,,,,,,1,,,, ,,,,3,,,,,
Total Medals,,,,,,,2,,,7,,,,,,,,8,,,,,,,,,,,46,,12,,,,,,,,,,,2,,,,,,,,13,,, , ,,,23,,1,,84,,,,,,,6, ,,, ,2,1,,,,,,1,,,,,,,,,,,2,2,,,1, ,, ,,,,2,7,,,,,1,,,,,, , ,,,,,16, , ,,,,,,,5, , ,,31, ,3,,,,,,,,,,, ,,, , ,,,1,,,,1,1,,28,,,11,,,, ,,27,,,,32,,,,24,5,,,,,22,,,,,1,,,,,,, ,,, ,,,,, ,,,4,,,,,,,1,,,, ,,,,7,,,,,
y1936
Population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participants,,,,,,,93,,,51,,,,,,,,234,,,,,,,,,,,171,,48,,,,,,,,,,,37,,,,,,54,,32,,,,15,,,190,,,,359,,,,,,,32,,,,,,,,,,,,,,,,,26,,,,,,144,19,,,40,28,,,,,,,70,,,,,,,,,,,,7,,,,,165,11,8,,,,,,,32,,,,244,6,,,,29,,,,,,,,49,,,12,,,,,220,,,,27,,216,,,190,,,,41,433,208,,,,201,,,,108,53,,33,,,121,,,,,,,,,1,,,40,,,54,,,,,5,,,97,,,,,,,73,,2,,5,,,,150,,,,,
Sports,,,,,,,13,,,8,,,,,,,,19,,,,,,,,,,,17,,7,,,,,,,,,,,6,,,,,,9,,7,,,,2,,,21,,,,21,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,15,5,,,8,6,,,,,,,12,,,,,,,,,,,,3,,,,,15,2,2,,,,,,,8,,,,17,3,,,,6,,,,,,,,10,,,2,,,,,14,,,,4,,21,,,17,,,,7,22,17,,,,18,,,,14,10,,8,,,14,,,,,,,,,1,,,8,,,7,,,,,1,,,12,,,,,,,9,,2,,1,,,,15,,,,,
