Country,Australasia,Malaya,Newfoundland,North Yemen,Unified Team,United Arab Republic,Yugoslavia,West Indies Federation,West Germany,Argentina,Antigua and Barbuda,Armenia,Andorra,Bahrain,Angola,Algeria,Bahamas,Austria,Azerbaijan,Macedonia,Malawi,Nicaragua,Madagascar,Marshall Islands,Mauritania,San Marino,Sudan,Swaziland,Sweden,United Arab Emirates,Turkey,Turkmenistan,Tuvalu,Vietnam,Uganda,Ukraine,Zimbabwe,Yemen,Zambia,Uzbekistan,South Vietnam,Uruguay,Soviet Union,South Yemen,Serbia and Montenegro,Saar,Sao Tome and Principe,Romania,Suriname,Australia,American Samoa,Tunisia,Venezuela,Afghanistan,Vanuatu,Aruba,Switzerland,Kuwait,Trinidad and Tobago,Tonga,United States,Timor Leste,Rhodesia,Tanzania,Tajikistan,Solomon Islands,Somalia,South Africa,Syria,Slovakia,Sierra Leone,Singapore,South Korea,Spain,Serbia,Seychelles,North Borneo,Senegal,Thailand,Sri Lanka,Saint Vincent and the Grenadines,Netherlands Antilles,Saint Kitts and Nevis,Saint Lucia,Bulgaria,Gabon,Togo,Saudi Arabia,Samoa,Slovenia,Poland,Portugal,Russia,Nauru,Peru,Philippines,Palestine,Pakistan,North Korea,Rwanda,Papua New Guinea,Panama,Norway,Palau,Paraguay,Qatar,Morocco,Puerto Rico,Mozambique,Niger,Albania,Namibia,Montenegro,Myanmar,New Zealand,Nigeria,Nepal,Oman,Individual Olympic Athletes,Netherlands,Malta,Monaco,Moldova,Mongolia,Mali,Mauritius,Maldives,Malaysia,Mexico,Iraq,Lebanon,Lesotho,Italy,Liechtenstein,Jamaica,Libya,Kenya,Latvia,Liberia,Laos,Kazakhstan,Jordan,Hong Kong,Indonesia,Lithuania,Luxembourg,Honduras,Haiti,Iceland,Guyana,Guatemala,Kyrgyzstan,Iran,Japan,Kiribati,East Germany,Ireland,India,Israel,Hungary,Guam,Guinea,Czechoslovakia,Grenada,Guinea Bissau,Crete,Greece,Germany,Great Britain,Ghana,Georgia,Gambia,France,Ethiopia,Fiji,Ecuador,Finland,Egypt,Equatorial Guinea,Estonia,El Salvador,Cyprus,Denmark,Czech Republic,Djibouti,Eritrea,Cote d'Ivoire,Cuba,Dominica,Croatia,Cook Islands,Costa Rica,Federated States of Micronesia,Bohemia,Chile,Comoros,Congo Kinshasa,China,Chinese Taipei,Congo Brazzaville,Dominican Republic,Chad,Colombia,Cayman Islands,Central African Republic,Canada,Cambodia,Cape Verde,Cameroon,Burkina Faso,Burundi,British Virgin Islands,Brazil,Brunei,Bolivia,Botswana,Bermuda,Bosnia and Herzegovina,Barbados,Belize,Belgium,Benin,Belarus,Bhutan,Bangladesh,
GDP,,,,,,,,,,272149750000,541074074.074074,1596968913.19202,1224023415.65326,6101861436.17021,7526963963.96396,46941496779.8499,3609000000,236720496490.772,3176749593.11788,4422160017.54386,2281039097.69299,4308351902.78601,3995028592.78722,,1442598431.0096, ,9018243044.45155,1602760100.48147,288103936773.039,73571233996.1863,181475555282.555,2379281767.9558,,24657470331.581,6044585326.938,44558076851.5988,8553146600,5785685310.86668,3597220962.00017,13948892215.5689,,20515543039.2132,,,,, ,35329096010.3795,860630922.693267,401335356600.91, ,19587322786.1105, , ,245177633.168933,1379888268.15642,329619351051.78,31493987641.9506,5759604336.31413,219583570.094975,8100201000000,,,6496195450.61034,1043893062.60575,565163750.56079, ,147608050636.15,13789560878.2435,27821913814.9556,941742152.709895,96403758865.2482,603413139412.021,640998292394.588,,503068472.20266,,5065830414.04947,183035154107.494,13897738375.2488,331489698.888889,,318742955.185185,566370370.37037,10109404159.6402,5694040336.82571,1465448290.34132,157743124165.554,249908970.658971,21480028328.6119,157079211268.128,122629812841.175,391719993756.828,,53975714093.6316,82848140618.0266,3407783939.59332,63320122807.1223, ,1382334879.40812,5155485419.7,9322100000,163517783497.163,,9788391732.82899,9059340384.61539,41383907571.2204,45340835000,3523842274.89662,1987770898.54334,3314898291.37753,3945340776.40546,, ,70141103302.3449,34987951375,4521580381.47139,15277763328.9987,,445704575163.399,3671827860.9798,3137848783.08404,1695130456.52174,1345719435.20697,2780422212.33864,4421952121.4867,450382327.952421,100854996422.609,397404138184.313, ,13690217333.2697,815946782.034285,1309407282846.03,2504012993.42238,6504445801.34228,27884615384.6154,12045858436.2399,5966697294.53803,159400000,1873671510.61307,21035357832.8019,6928359238.36389,159717233621.659,227369671349.161,8385109020.28485,21703979153.0945,4034037162.16216,2907452192.77469,7501950115.78947,705406001.424501,15781579950.4132,1827570586.16784,120403931885.421,4706187126019.61,,,75850514112.9032,399787263892.645,109774101575.963,46484876515.5093, ,3869032270.91633,,294651851.851852,270419779.418107,,145861612825.595,2503665193657.4,1306575663026.52,6934984709.48012,3094915505.9093,848237108.56163,1614245416078.98,8547939730.62374,2129266728.42585,25226393196.5983,132099404607.818,67629716981.1321,232463036.435759,4746104825.07478,10315500000,9989422835.63363,187632400365.599,66775046785.4354,494004647.73437,,12139234938.7863,25017300000,236444440.268685,23678012697.3612,,11843228539.7911,,,75769008174.2547,230495751.446593,5772020526.10602,860844098049.121,,2540697537.71673,18131813000.6281,1607345450.04578,97160111573.337,1012444074.07495,1007791186.20106,626950495049.505,3506695719.57259,501979075.352537,9732328115.73674,2586550747.09844,869033856.317093,,850425828275.793,5115602836.87943,7396966657.47054,4847752842.78924,2695390000,2786045321.63743,2411872813.71606,641383824.74309,281357654723.127,2361116587.86079,14756861538.4615,316420860.852385,46438482370.3942,
Participants,,,,,,,,,,179,13,32,8,5,28,45,26,72,23,11,2,26,11,,4,7,4,6,177,4,53,7,,6,10,231,13,4,8,71,,14,,,68,,2,165,7,417,7,51,39,2,4,3,115,25,12,5,647,,,7,8,4,4,84,7,71,14,14,302,289,,9,,11,37,9,8,6,10,6,110,7,5,29,5,37,165,107,391,3,29,12,1,24,24,4,11,7,97,,7,12,34,69,3,3,7,8,,3,95,65,6,4,,239,7,3,40,16,3,26,6,35,99,3,1,9,340,2,46,5,52,47,5,5,96,5,23,40,61,6,7,7,9,7,26,33,18,307,,,78,49,25,213,8,5,,5,3,,121,466,300,35,34,9,301,18,17,19,76,29,5,43,8,17,119,115,5,,11,164,6,84,3,11,,,21,4,14,294,74,5,16,4,48,9,5,304,5,3,15,5,7,7,221,1,8,7,9,9,13,5,61,5,157,2,4,
Sports,,,,,,,,,,20,4,11,5,2,5,9,4,15,9,4,1,5,4,,1,6,2,3,22,4,9,6,,4,4,21,6,2,2,12,,8,,,13,,1,18,3,26,5,9,12,1,1,3,17,9,6,3,31,,,2,5,2,1,14,5,14,3,6,25,22,,5,,3,10,3,1,5,1,2,17,3,1,5,3,8,20,18,25,1,8,6,1,5,9,1,3,6,16,,5,4,7,16,3,1,5,4,,2,15,9,4,4,,19,5,3,10,7,1,6,2,8,19,3,1,1,27,2,5,2,5,12,1,1,14,3,10,11,14,5,4,4,5,2,11,9,6,27,,,13,13,10,24,4,2,,1,2,,18,26,22,4,13,1,25,2,5,7,15,8,1,13,5,5,14,17,2,,4,15,2,14,3,6,,,10,1,2,25,14,3,7,1,9,3,1,25,3,1,5,2,1,2,18,1,5,2,4,7,7,2,14,1,19,1,3,
Men,,,,,,,,,,132,8,30,6,5,13,39,19,56,20,8,2,25,4,,4,6,4,5,111,4,44,4,,3,7,146,12,4,7,63,,12,,,59,,1,98,5,250,6,45,34,2,3,3,72,25,8,4,375,,,6,6,3,4,64,6,58,10,9,190,194,,8,,11,25,5,7,6,4,5,74,6,5,29,4,25,126,83,232,3,15,7,1,23,15,4,11,5,42,,6,12,32,47,2,2,3,6,,2,66,49,3,4,,137,4,2,35,12,1,21,5,32,71,3,0,5,236,0,27,5,42,34,4,4,72,3,14,23,45,2,4,7,5,6,25,26,17,157,,,62,40,18,147,6,4,,5,3,,87,279,183,33,27,8,197,10,14,17,47,27,4,35,6,15,54,76,5,,10,111,4,75,2,6,,,16,3,2,111,32,3,12,3,39,8,3,152,3,2,11,3,6,7,156,1,6,7,7,7,11,2,41,4,91,1,3,
Women,,,,,,,,,,47,5,2,2,0,15,6,7,16,3,3,0,1,7,,0,1,0,1,66,0,9,3,,3,2,85,1,0,1,8,,2,,,9,,1,67,2,167,1,6,5,0,1,0,43,0,4,1,272,,,1,2,1,0,20,1,13,4,5,112,95,,1,,0,12,4,1,0,6,1,36,1,0,0,1,12,39,24,159,0,14,4,0,1,9,0,0,2,55,,1,0,2,22,1,1,4,2,,1,29,16,3,0,,102,3,1,5,4,2,5,1,3,28,0,1,4,104,2,19,0,10,13,1,1,24,2,9,17,16,4,3,0,4,1,1,7,1,150,,,16,9,7,66,2,1,,0,0,,34,187,116,2,7,1,104,8,3,2,29,2,1,8,2,2,65,39,0,,1,53,2,9,1,5,,,5,1,12,183,42,2,4,1,9,1,2,152,2,1,4,2,1,0,65,0,2,0,2,2,2,3,20,1,66,1,1,
Gold,,,,,,,,,, , ,1, , , ,2, , , , , , , ,, , , , ,2, ,4, ,, , ,9, , , , ,, ,,,1,, ,4, ,9, , , , , , ,4, , , ,44,,, , , , ,3,1,1, , ,7,5,, ,, ,1, , , , , ,3, , , , , ,7,1,26, , , , , ,2, , , ,2,, , , , , , , , ,, ,3,2, , ,,4, , , , , , , , , , , , ,13, ,1, ,1, , , ,3, ,1,1, , , , , , , , ,1,3,,,3, , ,7, , ,, , ,,4,20,1, , , ,15,2, ,1,1, , , , , ,4,4, ,, ,9, ,1, ,1,,, , , ,16, , , , , , , ,3, , , , ,1, ,3, , , , , , , ,2, ,1, , ,
Silver,,,,,,,,,,2, ,1, , , , ,1,1,1, , , , ,, , , , ,4, ,1, ,, , ,2, , ,1,1,, ,,,1,, ,7, ,9, , , , , , ,3, , ,1,32,,, , , , ,1, ,1, , ,15,6,, ,, , , , , , , ,7, , , , ,2,5, ,21, , ,1, , ,1, , , ,2,, , , , , , , ,2,, ,2,1, , ,,5, , ,1, , , , ,1, , , , ,10, ,3, ,4,1, , ,4, , ,1, , , , , , , , ,1,6,,, , , ,4, , ,, , ,,4,18,8, , , ,7, , , ,2, , , , , ,1,3, ,, ,8, ,1, , ,,, , , ,22,1, , , , , , ,11, , , , , , ,3, , , , , , , ,2, ,6, , ,
Bronze,,,,,,,,,,1, , , , , ,1, ,2, , , , , ,, , , , ,2, ,1, ,, ,1,12, , , ,1,, ,,,2,, ,9, ,23, ,1, , , , , , ,2, ,25,,, , , , ,1, ,1, , ,5,6,, ,, ,1, , , , , ,5, , , , , ,5,1,16, , , , , ,2, , , ,3,, , ,2,1,1, , , ,, ,1,3, , ,,10, , ,1,1, , , ,1,1, , , ,12, ,2, ,3, , , ,4, , ,2,1, , , , , , , ,1,5,,,1,1,1,10, , ,, , ,, ,27,6, ,2, ,15,1, , ,1, , , , , ,1,4, ,, ,8, , , , ,,, , , ,12, , , , , , , ,8, , , , , , ,9, , , , , , , ,2, ,8, , ,
Total Medals,,,,,,,,,,3, ,2, , , ,3,1,3,1, , , , ,, , , , ,8, ,6, ,, ,1,23, , ,1,2,, ,,,4,, ,20, ,41, ,1, , , , ,7, ,2,1,101,,, , , , ,5,1,3, , ,27,17,, ,, ,2, , , , , ,15, , , , ,2,17,2,63, , ,1, , ,5, , , ,7,, , ,2,1,1, , ,2,, ,6,6, , ,,19, , ,2,1, , , ,2,1, , , ,35, ,6, ,8,1, , ,11, ,1,4,1, , , , , , , ,3,14,,,4,1,1,21, , ,, , ,,8,65,15, ,2, ,37,3, ,1,4, , , , , ,6,11, ,, ,25, ,2, ,1,,, , , ,50,1, , , , , , ,22, , , , ,1, ,15, , , , , , , ,6, ,15, , ,
y1992
Population,,,,,,,,,,33655149,63434,,58904,522748,11848971,27180921,266133,7840709,,,9682918,4331273,12263899,,2140250,24755,21820588,907947,8668067,2019014,55811134,,,68450100,18571527,,11019717,13245003,8576987,,,3154853,,,,,,22794284,423572,17495000,49597,8489900,105711,,155242,68235,6875364,,1237486,95421,256514000,,,27203865,,329984,,36690739,13186187,,3929182,3230698,43747962,39067745,,71657,,7990736,57761574,17426000,108001,,,,8540164,1004598,3984356,17398523,165568,1996498,38363667,9952494,,,22737056,65078901,,113616165,20838082,6712924,4369407,2575330,4286401,,4432738,489668,25866445,3585176,14203987,8442330,3247039,1513689,,43126260,3531700,100592458,19765570,1979914,,15184166,361260,29864,,2243506,8891141,1084441,234000,19204700,89110043,18468521,2821868,1660360,56797087,29503,2423044,4596811,25029754,2614338,,4496971,,3733000,5800500,187762097,3700114,392175,5179557,7386974,261057,717621,9619113,,58130099,124229000,,,3558430,906461358,5123000,10369341,136696,6751394,,97201,,,10399061,80624598,57580402,15471527,,979701,58851216,51602776,744534,10705670,5041992,58922018,404081,1533091,5392142,800660,5171370,,627063,,13046907,10735775,,4470000,,3257463,,,13566942,,37783835,1164970000,,2514907,7468551,6350174,35558683,27402,3089141,28519597,,,12796739,9297116,,,155379009,,7131699,1460453,58595,4301169,262184,194321,10045158,5378226,,528085,110987459,
GDP,,,,,,,,,,228788617201.696,423762962.962963,,1209992649.56688,4751063829.78723,5684291718.77106,48003298223.1178,3109000000,194608183696.469,,,1799529357.0981,1792800000,3024459564.32157,,1464392416.14671, ,7034219712.52567,1284766234.2216,280312318915.485,54239171887.769,158459130434.783,,,9866990096.31842,2857457860.05088,,6751472200,6463649985.01648,3181921787.7095,,,12878199880.9839,,,,,,25121666666.6667,404600000,325253403060.832, ,15497286295.7938,1770899968,,196142585.014816, ,271133679206.372,19858555214.7239,5318352941.17647,137066290.55007,6539299000000,,,4601413263.52894,,378778047.197842,,130513680154.278,13253565898.9558,,679997997.597117,52156414978.5144,356117978607.571,629202392003.901,,433667193.814795,,6004885321.34354,111452869378.467,9703011635.86585,277954113.703704,,,,10350515463.9175,5592390848.52648,1692959110.18022,136304138851.802,132303041.36253, ,92527774557.9928,107602689040.689,,,35180917546.3852,52976344928.9564,,48635176852.7673, ,2029026956.71128,4377984100,6641400000,130838040067.584,,7157424031.06045,7646153983.51648,32042164441.3212,34630430000,2291175764.66004,2344987614.27441,709452583.880319,3448326858.34502,, ,41649908336.8779,29300921681.1958,3401211581.29176,12452275682.7048,,358330385839.599,3021944632.33295,2737066955.91266,,1317611863.84977,2830673388.89662,3224265824.18732,284853358.561968,59167157497.9385,363609268789.416, ,5545921947.46583,720546984.57223,1316286433307.15,1631176646.65913,3530892749.02131,33881392045.4545,8209129171.73649, ,,1127806917.69908,,5311188435.72839,104272278634.731,139116270052.14, ,16225873776.6625,3419487440.65916,2257121668.19352,7138787995.32199,368281378.896883,10440842165.3193,, ,3852794371594.29,,,55981360980.8388,293262722482.422,65771216420.6417,38541488005.1856, ,3284625277.16186,,250914814.814815,,,116224673042.546,2123130870381.97,1179659529659.53,6413901601.83066,,714255460.503389,1408724907063.2,10492993077.6093,1531803060.54558,18094238119.0595,112625431377.754,41855986519.4235,134707184.355541, ,5954700000,6912150456.32334,152690732178.062,,478058304.871118,,11152971316.074,22085858204.0541,, ,,8573611050.18873,,,44467946384.2462,,8227343907.26679,424934065934.066,,2933222705.80382,11277676879.9612,1881847676.80752,49279585355.0948, ,1411917558.45855,590148092992.471,,,11396310990.2197,2240264711.54816,,,400599250000,,5643893347.00679,4146513722.33019,1679900032, ,1957000000,518239092.119605,236038607528.231,1695315305.70308,,250794359.567901,31708873954.3431,
Participants,,,,,475,,,,,84,13,,8,10,28,35,14,102,,,4,8,13,,6,17,6,6,187,13,41,,,7,8,,19,8,9,,,16,,,,,,173,6,279,3,13,26,,6,5,102,32,7,5,545,,,9,,1,,93,8,,11,14,226,422,,11,,20,46,11,6,4,,,138,5,6,9,5,35,201,90,,,16,26,,27,64,10,13,5,83,,27,28,44,71,6,3,7,6,,4,134,55,2,5,58,201,6,2,,33,5,13,7,26,102,8,12,6,304,7,36,5,49,34,,6,,4,38,42,47,6,10,7,27,6,14,,36,256,,,58,52,30,217,22,8,208,4,,,70,463,371,34,,5,339,20,18,13,88,75,7,37,4,17,110,,8,,13,176,,39,2,16,,,12,,17,244,31,7,32,6,49,10,15,295,,,8,4,,4,182,,13,6,20,10,17,10,68,6,,6,6,
Sports,,,,,27,,,,,17,3,,5,2,6,7,4,17,,,1,6,6,,1,7,3,2,22,3,10,,,3,3,,6,2,3,,,11,,,,,,18,3,25,2,7,8,,1,3,17,7,2,2,28,,,2,,1,,19,4,,1,6,24,29,,4,,4,9,5,1,3,,,19,3,2,5,2,12,21,14,,,9,9,,5,12,2,4,4,17,,6,2,7,12,2,1,4,3,,2,17,8,2,2,13,20,4,2,,8,2,4,2,6,18,3,7,1,26,4,5,4,5,13,,2,,3,11,10,11,4,4,2,6,3,7,,6,24,,,12,12,10,23,8,2,25,1,,,17,26,23,4,,1,25,2,4,6,16,13,1,13,3,8,14,,3,,3,16,,11,2,6,,,7,,4,23,7,2,5,2,11,3,3,24,,,2,2,,2,23,,6,2,4,6,5,2,18,2,,1,3,
Men,,,,,310,,,,,67,9,,7,10,25,33,12,71,,,3,7,8,,6,16,6,6,143,13,36,,,2,6,,10,8,8,,,16,,,,,,105,5,187,3,11,22,,4,4,73,32,7,5,355,,,9,,1,,68,7,,9,11,154,297,,10,,18,23,5,4,3,,,87,4,6,9,5,29,149,68,,,12,23,,27,36,7,12,5,51,,24,28,43,65,3,3,5,5,,1,92,32,1,5,39,117,3,1,,27,3,6,6,26,76,8,12,5,228,4,22,5,40,25,,6,,3,28,27,36,5,7,6,24,5,12,,36,175,,,49,46,25,159,16,6,146,3,,,56,300,228,32,,5,241,14,14,6,60,72,5,33,3,13,77,,8,,8,126,,36,2,11,,,9,,15,117,23,6,30,5,46,9,13,179,,,3,4,,4,132,,8,6,14,6,16,9,43,4,,3,5,
Women,,,,,165,,,,,17,4,,1,0,3,2,2,31,,,1,1,5,,0,1,0,0,44,0,5,,,5,1,,9,0,1,,,0,,,,,,68,1,92,0,2,4,,2,1,29,0,0,0,189,,,0,,0,,25,1,,2,3,72,125,,1,,2,23,6,2,1,,,51,1,0,0,0,6,52,22,,,4,2,,0,28,3,1,0,32,,3,0,1,6,3,0,2,1,,3,42,23,1,0,19,84,3,1,,6,2,7,1,0,26,0,0,1,76,3,14,0,9,9,,0,,1,10,15,11,1,3,0,3,1,2,,0,81,,,9,6,5,58,6,2,62,1,,,14,163,142,2,,0,98,6,4,7,28,3,2,4,1,4,33,,0,,5,50,,3,0,5,,,3,,2,127,8,1,2,1,3,0,2,116,,,5,0,,0,50,,5,0,6,4,1,1,25,2,,3,1,
Gold,,,,,45,,,,, , ,, , , ,1, , ,,, , , ,, , , , ,1, ,2,,, , ,, , , ,,, ,,,,,,4, ,7, , , ,, , ,1, , , ,37,,, ,, ,, , ,, , ,12,13,, ,, , , , , ,,,3, , , , , ,3, ,,, , ,, ,4, , , ,2,, , ,1, , , , , ,, ,1, , , , ,2, , ,, , , , , , , , , ,6, , , ,2, ,, ,, , ,2,1, , , , , , ,, ,3,,,1, , ,11, , ,4, ,,,2,33,5, ,, ,8,1, , ,1, , ,1, , ,1,, ,, ,14,, , , ,,, ,, ,16, , , , , , , ,7,,, , ,, ,2,, , , , , , , , ,, , ,
Silver,,,,,38,,,,, , ,, , , , , ,2,,, , , ,, , , , ,7, ,2,,, , ,, , , ,,, ,,,,,,6, ,9, , , ,, , , , , , ,34,,, ,, ,,2, ,, , ,5,7,, ,, , , , , ,,,7, , , , , ,6, ,,,1, ,, , , , , ,4,, , ,1, , , , ,2,, ,4,3, , ,1,6, , ,, , , , , ,1, , , ,5, ,3, ,4,2,, ,, , ,2, , , , , , , ,,1,8,,,1, ,1,12, , ,2, ,,, ,21,3, ,, ,5, , , ,2, , , , , ,1,, ,, ,6,,1, , ,,, ,, ,22,1, , , , , , ,4,,, , ,, ,1,, , , , , , ,1, ,, , ,
Bronze,,,,,29,,,,,1, ,, , , ,1,1, ,,, , , ,, , , , ,4, ,2,,, , ,, , , ,,, ,,,,,,8,1,11, , , ,, , , , , , ,37,,, ,, ,, , ,, , ,12,2,, ,, ,1, , , ,,,6, , , , ,2,10, ,,, ,1,,1,5, , , ,1,, ,1,1,1, , , , ,, ,5,1, , ,2,7, , ,,2, , , ,1, , , , ,8, ,1, ,2,1,, ,, , ,1,1, , , , , , ,,2,11,,, , ,1,7, , ,1, ,,, ,28,12,1,, ,16,2, , ,2, , ,1, , ,4,, ,, ,11,,2, , ,,, ,, ,16, , , , ,1, , ,7,,, , ,, , ,, , , , , , ,2, ,, , ,
Total Medals,,,,,112,,,,,1, ,, , , ,2,1,2,,, , , ,, , , , ,12, ,6,,, , ,, , , ,,, ,,,,,,18,1,27, , , ,, , ,1, , , ,108,,, ,, ,,2, ,, , ,29,22,, ,, ,1, , , ,,,16, , , , ,2,19, ,,,1,1,,1,9, , , ,7,, ,1,3,1, , , ,2,, ,10,4, , ,3,15, , ,,2, , , ,1,1, , , ,19, ,4, ,8,3,, ,, , ,5,2, , , , , , ,,3,22,,,2, ,2,30, , ,7, ,,,2,82,20,1,, ,29,3, , ,5, , ,2, , ,6,, ,, ,31,,3, , ,,, ,, ,54,1, , , ,1, , ,18,,, , ,, ,3,, , , , , , ,3, ,, , ,
y1988
Population,,,,,,,,,,31795515,62538,,50431,465235,10544904,24591493,247576,7585317,,,8620942,,,,1916240,23463,18669146,801350,8436489,1613904,52126497,,,63263000,16227778,,9866776,,7696070,,,3069094,,,,,,23057662,391851,16532200,44049,7857619,104500,11375768,139369,61077,6593386,2002645,1204890,94680,244499000,,,23914852,,294962,6217331,,11730217,,3791078,2846108,42031247,38715849,,,,7062540,54933561,16599000,106533,,,,8981446,901473,3579489,15239174,161424,,37824487,10019610,,,20909897,58844392,,101420791,,7048075,3960243,2368772,4209488,,3994328,445203,24027330,3473898,13124285,7445788,,,,40711172,3283400,90773613,17865238,1679089,,14760094,347325,29238,,2089716,8189984,1043239,209832,17202032,82223153,16657708,2668593,1544580,56629288,28091,2356400,4187631,21899004,,2170426,4009121,,2948000,5627600,175000919,,373450,4631491,6813344,249740,734872,8729406,,53035939,122613000,,,3524949,834944397,4442000,10596487,124677,5548270,,98063,,,10036983,,56928327,13852597,,843060,57836486,,722918,9739179,4946481,53617678,354488,,5117577,736477,5129516,,523266,,11337122,,,,,2944560,,,12716508,,32688708,1101630000,,2262496,6903314,5585528,32975533,22539,2809720,26895000,,,11370394,8356306,,,145150468,,6592787,1300097,58347,,258524,179025,9901664,4685375,,517068,100779551,
GDP,,,,,,,,,,126206817196.091,338696290.314704,,721425971.769055,3702393743.79481,6684491978.60963,59089065518.2217,2817900000,133018182770.534,,,1379923808.24718,,,,957377507.476686, ,15510324099.0826,692026606.934121,204068257817.6,36275674165.5187,90852814004.9917,,,25423812494.3469,6508931651.66667,,7814784100,,3728878148.80792,,,8213515458.51139,,,,,,40424526825.7903,1160900000,235771245634.459, ,10096292842.1543,1204600064, ,148545377.858713, ,208774024533.588,20690321283.37,4496910569.10569,106657267.367342,5252629000000,,,5100405344.39923,,310684273.709484, ,,10577042354.799,,1055083945.37738,25337427488.3467,202308365346.494,375138723325.239,,,,4985152887.5532,61667254410.673,6978371581.26375,200726709.047631,,,,23002458744.8485,3834503378.35525,1378847400.28964,88256074766.3551,133016065.660133,, ,56352797353.7604,,,15029999286.1133,37885485202.8788,,38472741068.5875,,2395492695.13767,3655979702.45646,4874500000,101900260856.222,,4082625952.7381,6038186858.94753,24633853687.6534,26178400000,2093393433.26975,2280356194.14559,,,, ,45176536360.7085,23272161396.8853,3487009700.10652,8386215932.36044,,258567751142.825,2019503791.23407,2000674667.08261,,3204461566.66667,2169040604.40598,2143480497.18502,168610478.359909,35271881262.6645,183144276294.09,62503055644.9019,3313539978.97604,429733890.477238,888991721957.751,1161757671.01756,3828342819.75338, ,8355380879.12955,,1038300000,598961279.369589,,6277331602.0647,59707404560.5944,88787623309.6831,,9847344377.39989,3970386396.10149, ,6156487920.21202,413799990,7841603166.94667,,123057860489.849,3015393553892.77,,,37815334013.1974,301790951204.236,43892480124.0492, , ,2384295763.72549,,184533330.074357,,,76261278404.9964,,910122732123.799,5197840972.68571,,266673126.229801,1023504019381.13,,1109976927.91722,13051886552.3377,109103056147.832,35044634014.7643,100534663.294927,,4189880000,4278792597.23965,115111916809.032,,395794554.126646,,10255169812.0186,,,,,6063759370.62937,,,24640912615.8116,,8861299976.68858,310722213686.031,,2212536313.33492,5374300243.25495,1482597298.88729,39212545681.4333, ,1264899288.27967,506017713496.384,,,12493286837.0158,2616040480.57952,,,330397381998.489,,4597615562.66594,2644554881.84186,1415100032,,1812757839.37513,314900000,163168007789.358,1620246084.77733,,283855833.333333,26579005760.315,
Participants,,,,8,,,155,,347,118,15,,3,7,24,42,16,73,,,16,,,,6,11,8,11,185,12,41,,,9,24,,29,,29,,,15,481,5,,,,68,6,252,6,41,17,5,4,8,99,25,6,5,527,,,10,,4,5,,13,,12,8,401,229,,,,23,14,6,6,3,,,172,2,6,9,11,,143,64,,,21,31,,30,,6,11,6,69,,10,10,27,47,8,6,,,,2,83,69,16,8,,147,6,9,,28,6,8,7,9,83,27,21,6,253,12,35,6,74,,8,3,,7,48,29,,8,8,4,32,8,28,,23,255,,259,61,46,18,188,19,6,163,6,,,56,,345,16,,6,266,,23,13,78,49,6,,6,9,78,,6,,28,,,,7,16,,,17,,15,273,61,7,16,6,40,8,15,328,,,15,6,,3,160,,7,8,12,,17,10,59,7,,3,6,
Sports,,,,3,,,18,,24,18,4,,2,3,4,7,5,17,,,3,,,,2,6,2,4,23,2,9,,,6,3,,10,,3,,,8,27,2,,,,10,4,24,4,6,7,1,2,5,17,7,3,2,27,,,2,,4,1,,4,,4,3,27,24,,,,4,4,3,1,3,,,16,2,2,3,4,,19,14,,,7,11,,6,,1,4,3,11,,5,3,4,12,3,2,,,,1,16,8,5,3,,17,4,7,,5,3,5,1,5,17,5,8,2,23,5,5,3,7,,2,2,,5,11,11,,4,3,2,5,3,8,,3,23,,16,12,11,8,20,7,3,17,2,,,12,,22,3,,2,23,,5,6,15,12,1,,4,4,15,,2,,5,,,,3,6,,,6,,3,25,13,1,5,1,10,2,3,23,,,4,2,,2,21,,6,2,6,,7,2,16,2,,1,2,
Men,,,,8,,,117,,244,93,12,,3,7,19,40,12,66,,,16,,,,6,11,8,11,148,12,36,,,8,20,,23,,29,,,14,319,5,,,,32,4,180,6,39,15,5,3,4,72,25,4,4,331,,,10,,4,5,,13,,11,7,269,200,,,,22,12,4,5,2,,,104,1,6,9,11,,111,55,,,7,26,,30,,3,9,6,44,,10,10,24,44,6,6,,,,0,67,61,13,8,,93,5,8,,24,5,6,7,5,66,27,19,6,212,9,24,6,70,,7,2,,5,38,23,,5,7,3,28,7,25,,23,186,,157,52,39,14,152,14,6,110,4,,,44,,218,10,,5,192,,19,10,59,48,4,,5,7,57,,6,,11,,,,6,9,,,16,,13,149,43,5,15,6,34,7,15,223,,,13,5,,3,127,,6,8,11,,16,10,35,6,,3,6,
Women,,,,0,,,38,,103,25,3,,0,0,5,2,4,7,,,0,,,,0,0,0,0,37,0,5,,,1,4,,6,,0,,,1,162,0,,,,36,2,72,0,2,2,0,1,4,27,0,2,1,195,,,0,,0,0,,0,,1,1,132,29,,,,1,2,2,1,1,,,68,1,0,0,0,,32,9,,,14,5,,0,,3,2,0,25,,0,0,3,3,2,0,,,,2,16,8,3,0,,54,1,1,,4,1,2,0,4,17,0,2,0,41,3,11,0,4,,1,1,,2,10,6,,3,1,1,4,1,3,,0,69,,102,9,7,4,36,5,0,53,2,,,12,,126,6,,1,74,,4,3,19,1,2,,1,2,21,,0,,17,,,,1,7,,,1,,2,124,18,2,1,0,6,1,0,105,,,2,1,,0,33,,1,0,1,,1,0,24,1,,0,0,
